Wall time,Step,Value
1607887884.431133,0,0.7461875081062317
1607887888.787414,1,0.8382708430290222
1607887893.150806,2,0.8540624976158142
1607887897.514214,3,0.8620416522026062
1607887902.082517,4,0.8680416941642761
1607887905.595359,5,0.8726875185966492
1607887908.899139,6,0.8761666417121887
1607887912.267321,7,0.8788750171661377
1607887915.607913,8,0.8812291622161865
1607887919.006506,9,0.8841249942779541
1607887922.704104,10,0.8852083086967468
1607887927.032316,11,0.887541651725769
1607887931.416661,12,0.8895416855812073
1607887935.836462,13,0.890749990940094
1607887940.285508,14,0.89041668176651
1607887944.588768,15,0.8930416703224182
1607887948.963017,16,0.8938541412353516
1607887953.35446,17,0.8948749899864197
1607887957.768098,18,0.8969374895095825
1607887962.248032,19,0.8973333239555359
1607887966.65983,20,0.89864581823349
1607887971.170342,21,0.8986666798591614
1607887975.450665,22,0.8996666669845581
1607887979.115394,23,0.8993541598320007
1607887983.141264,24,0.9010833501815796
1607887987.541199,25,0.9021666646003723
1607887991.952666,26,0.9025208353996277
1607887996.36703,27,0.9034583568572998
1607888000.795452,28,0.9038333296775818
1607888005.190526,29,0.9029374718666077
1607888009.645259,30,0.906125009059906
1607888014.038208,31,0.9083958268165588
1607888018.356585,32,0.906624972820282
1607888022.744402,33,0.9076666831970215
1607888027.189083,34,0.9086666703224182
1607888031.598569,35,0.9089791774749756
1607888036.037227,36,0.9085416793823242
1607888040.460319,37,0.9088541865348816
1607888044.878915,38,0.9101250171661377
1607888049.287997,39,0.9101874828338623
1607888053.718069,40,0.9114583134651184
1607888058.05634,41,0.9119791388511658
1607888062.50196,42,0.9130416512489319
1607888066.877968,43,0.910937488079071
1607888071.250905,44,0.9131875038146973
1607888075.582671,45,0.9136041402816772
1607888080.02625,46,0.9126874804496765
1607888084.394516,47,0.9147291779518127
1607888088.841188,48,0.9148125052452087
1607888093.162182,49,0.9149583578109741
1607888097.460772,50,0.9157083630561829
1607888101.817116,51,0.9147916436195374
1607888106.197224,52,0.9160833358764648
1607888110.616925,53,0.9162083268165588
1607888114.979079,54,0.9156041741371155
1607888119.30953,55,0.9159166812896729
1607888123.69667,56,0.917354166507721
1607888128.131179,57,0.9174791574478149
1607888132.460395,58,0.9181874990463257
1607888136.933226,59,0.9183750152587891
1607888141.383606,60,0.9194583296775818
1607888145.755541,61,0.9195625185966492
1607888150.161826,62,0.918791651725769
1607888154.573452,63,0.9198958277702332
1607888159.040547,64,0.9195625185966492
1607888163.514494,65,0.9208750128746033
1607888167.931956,66,0.9205208420753479
1607888172.205427,67,0.9197291731834412
1607888176.651395,68,0.9212083220481873
1607888181.078276,69,0.9204166531562805
1607888185.49305,70,0.921999990940094
1607888189.860039,71,0.9218541383743286
1607888194.268751,72,0.9226458072662354
1607888198.697115,73,0.9215624928474426
1607888203.077364,74,0.921708345413208
1607888207.456752,75,0.9230625033378601
1607888211.79888,76,0.9214375019073486
1607888216.251175,77,0.9220208525657654
1607888220.723387,78,0.9227083325386047
1607888225.141846,79,0.9231041669845581
1607888229.554969,80,0.9239583611488342
1607888233.973922,81,0.9234166741371155
1607888238.495224,82,0.9244375228881836
1607888242.923992,83,0.9235416650772095
1607888247.194578,84,0.9241666793823242
1607888251.633576,85,0.9247499704360962
1607888256.058256,86,0.9250624775886536
1607888260.198963,87,0.9242916703224182
